City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,cockburn town,21.4612,-71.1419,25.84,85,47,7.19,TC,1708296927
362,hami,42.8,93.45,-9.28,23,91,2.28,CN,1708296929
363,puquio,-14.7,-74.1333,13.8,87,97,2.68,PE,1708296930
364,pielavesi,63.2333,26.75,-8.06,90,86,2.78,FI,1708296931
365,kedrovyy,56.1667,91.8167,-36.77,100,25,1.17,RU,1708296932
366,ishigaki,24.3448,124.1572,22.07,94,20,4.12,JP,1708296933
367,vadso,70.0744,29.7487,-4.91,86,20,8.23,NO,1708296934
368,carolina beach,34.0352,-77.8936,8.37,59,100,0.77,US,1708296826
369,hadibu,12.65,54.0333,23.61,62,23,2.79,YE,1708296937
370,severo-yeniseyskiy,60.3725,93.0408,-39.09,100,99,1.7,RU,1708296938
371,callao,-12.0667,-77.15,27.16,61,0,6.17,PE,1708296939
372,brookings,44.3114,-96.7984,1.0,55,0,0.0,US,1708296703
373,uturoa,-16.7333,-151.4333,28.26,78,100,6.37,PF,1708296941
374,wassertrudingen,49.05,10.6,7.2,91,100,7.25,DE,1708296942
375,naze,28.3667,129.4833,19.51,83,100,6.06,JP,1708296944
376,ts'alenjikha,42.6044,42.0682,6.94,97,100,2.21,GE,1708296945
377,igarka,67.4667,86.5833,-21.82,87,100,9.87,RU,1708296946
378,zakynthos,37.7914,20.8953,10.36,73,0,1.19,GR,1708296947
379,mount gambier,-37.8333,140.7667,18.45,66,22,4.04,AU,1708296948
380,mhamid,29.82,-5.72,15.25,42,0,5.62,MA,1708296928
381,katpur,21.05,71.7833,22.61,49,14,4.03,IN,1708296950
382,turpan,42.9333,89.1667,-6.54,28,65,0.37,CN,1708296952
383,al bawiti,28.3492,28.8659,12.62,60,1,3.07,EG,1708296953
384,souillac,-20.5167,57.5167,23.53,75,100,6.39,MU,1708296954
385,inari,68.906,27.0288,-10.89,92,75,3.22,FI,1708296955
386,taroudant,30.4703,-8.877,17.33,50,0,3.11,MA,1708296920
387,nantucket,41.2835,-70.0995,2.08,66,60,12.71,US,1708296732
388,isangel,-19.55,169.2667,29.06,84,75,3.09,VU,1708296767
389,tateyama,34.9833,139.8667,17.28,71,89,9.4,JP,1708296958
390,ta`u,-14.2336,-169.5144,28.42,82,100,7.85,AS,1708296960
391,talitsy,56.5289,42.3344,-6.54,94,98,3.58,RU,1708296961
392,luau,-10.7073,22.2247,18.66,98,57,1.61,AO,1708296962
393,chonchi,-42.6128,-73.8092,18.56,55,98,2.54,CL,1708296963
394,kingscliff,-28.2667,153.5667,27.65,74,61,3.09,AU,1708296964
395,codrington,-38.2667,141.9667,18.75,65,25,4.89,AU,1708296965
396,laguna,38.421,-121.4238,20.59,59,75,12.35,US,1708296966
397,nizhnyaya poyma,56.1622,97.1933,-35.29,100,27,0.74,RU,1708296967
398,mena,51.5217,32.2157,-2.4,71,10,3.47,UA,1708296968
399,bandar lampung,-5.4254,105.258,23.4,94,85,1.69,ID,1708296969
400,kudahuvadhoo,2.6708,72.8944,27.79,80,82,5.47,MV,1708296970
401,liezen,47.5667,14.2333,7.04,83,100,1.16,AT,1708296971
402,buri ram,14.9943,103.1039,25.15,62,66,2.06,TH,1708296974
403,orita eruwa,7.55,3.4333,29.27,64,11,2.29,NG,1708296975
404,karangampel,-6.4622,108.4519,25.84,90,63,2.09,ID,1708296976
405,kidal,18.4411,1.4078,23.58,11,99,4.11,ML,1708296978
406,primorskiy,43.0983,131.5875,0.55,97,100,1.44,RU,1708296979
407,masterton,-40.9597,175.6575,21.72,60,41,9.37,NZ,1708296981
408,khost,33.3395,69.9204,5.34,95,100,0.99,AF,1708296982
409,bardai,11.65,7.2333,22.24,15,61,4.15,NG,1708296983
410,hola,51.5377,23.1902,-1.9,74,70,2.18,PL,1708296984
411,koz'modem'yansk,56.3367,46.5711,-4.74,96,100,2.94,RU,1708296985
412,xai-xai,-25.0519,33.6442,25.19,88,15,3.6,MZ,1708296986
413,rongelap,11.1635,166.8941,26.46,79,99,6.06,MH,1708296988
414,taitung city,22.7583,121.1444,20.15,77,75,1.54,TW,1708296989
415,aldan,58.6031,125.3894,-33.25,96,100,2.57,RU,1708296990
416,puerto leguizamo,-0.1934,-74.7819,25.05,96,94,0.8,CO,1708296992
417,whakatane,-37.9585,176.9854,26.6,75,85,2.24,NZ,1708296993
418,oxapampa,-10.5775,-75.4017,18.19,98,97,0.68,PE,1708296994
419,juan griego,11.0817,-63.9655,29.07,70,65,10.29,VE,1708296995
420,poronaysk,49.2167,143.1167,-7.86,94,100,3.36,RU,1708296997
421,ketchikan,55.3422,-131.6461,8.26,61,100,3.09,US,1708296998
422,saint-joseph,-21.3667,55.6167,24.21,80,99,6.74,RE,1708297001
423,chengdu,30.6667,104.0667,13.94,44,0,2.0,CN,1708296905
424,remire-montjoly,4.9167,-52.2667,27.02,78,0,3.09,GF,1708297003
425,papao,-17.75,-149.55,30.82,77,97,7.65,PF,1708297004
426,okola,4.0167,11.3833,22.98,78,77,1.53,CM,1708297005
427,erenhot,43.6475,111.9767,-19.76,62,19,4.48,CN,1708297006
428,lido di ostia,41.7321,12.2765,12.8,58,75,1.54,IT,1708297007
429,kwang binh,17.4833,106.6,22.58,82,34,1.92,VN,1708297008
430,tadine,-21.55,167.8833,27.49,68,73,6.48,NC,1708297010
431,soio,-6.1349,12.3689,27.36,85,98,1.38,AO,1708297011
432,haiku-pauwela,20.9219,-156.3051,22.92,62,40,8.23,US,1708297012
433,columbus,39.9612,-82.9988,2.95,57,0,6.17,US,1708296155
434,kasba tadla,32.5977,-6.2684,14.66,44,0,3.24,MA,1708297014
435,diplo,24.4667,69.584,19.94,80,1,6.37,PK,1708297015
436,besikduzu,41.052,39.2284,8.94,90,99,2.3,TR,1708297017
437,petauke,-14.2426,31.3253,21.43,57,88,3.71,ZM,1708297018
438,muri,23.3667,85.8667,17.47,28,0,0.39,IN,1708297019
439,st. john's,47.5649,-52.7093,-4.34,91,40,12.35,CA,1708297020
440,rio preto da eva,-2.6994,-59.6997,25.06,95,95,0.56,BR,1708297021
441,madang,-5.2246,145.7966,27.43,84,77,3.2,PG,1708297022
442,bhimunipatnam,17.8833,83.4333,22.73,80,54,2.47,IN,1708297023
443,xilin hot,43.9667,116.0333,-25.02,97,89,1.79,CN,1708297024
444,huilong,31.8111,121.655,13.9,98,73,3.11,CN,1708297025
445,genhe,50.7833,121.5167,-31.27,98,99,0.26,CN,1708297026
446,acapulco de juarez,16.8634,-99.8901,27.01,60,1,3.04,MX,1708297013
447,greenville,35.6127,-77.3663,7.09,40,0,3.09,US,1708296764
448,juneau,58.3019,-134.4197,5.61,90,75,1.54,US,1708296814
449,the pas,53.8251,-101.2541,-14.99,56,0,2.06,CA,1708297030
450,gaoping,30.7758,106.1029,12.61,37,94,3.46,CN,1708297031
451,nuku'alofa,-21.1333,-175.2,29.19,61,40,7.72,TO,1708297032
452,antofagasta,-23.65,-70.4,21.6,77,100,2.3,CL,1708297034
453,zapotlanejo,20.6333,-103.0667,22.68,21,0,1.03,MX,1708297035
454,seabra,-12.4186,-41.7703,20.24,95,62,0.29,BR,1708297036
455,mitu,1.1983,-70.1733,24.34,94,80,1.25,CO,1708297037
456,dhidhdhoo,6.8833,73.1,27.64,77,79,2.96,MV,1708297038
457,stornoway,58.2093,-6.3865,9.1,89,75,8.75,GB,1708297039
458,port douglas,-16.4833,145.4667,27.2,82,99,2.92,AU,1708297041
459,grevenmacher,49.6747,6.4419,9.79,100,75,5.14,LU,1708297042
460,talnakh,69.4865,88.3972,-22.33,89,100,8.26,RU,1708297043
461,swift current,50.2834,-107.8014,0.45,55,0,7.2,CA,1708297044
462,vicosa,-20.7539,-42.8819,21.21,89,69,1.49,BR,1708297045
463,kaa-khem,51.6833,94.7333,-30.21,88,100,1.55,RU,1708297047
464,geraldton,-28.7667,114.6,31.23,16,74,6.17,AU,1708297049
465,redencao,-4.2258,-38.7306,24.64,95,79,1.54,BR,1708297050
466,tefe,-3.3542,-64.7114,30.06,79,20,1.03,BR,1708297051
467,san patricio,28.017,-97.5169,14.92,37,2,1.81,US,1708297052
468,el nido,11.1858,119.3956,26.42,79,37,7.51,PH,1708297053
469,bamboo flat,11.7,92.7167,26.05,69,84,2.06,IN,1708297054
470,rabo de peixe,37.8,-25.5833,17.77,99,20,3.09,PT,1708297056
471,westport,41.1415,-73.3579,3.99,47,0,5.66,US,1708297058
472,lucapa,-8.4192,20.7447,19.92,98,89,1.39,AO,1708297059
473,brindisi,40.5833,17.6667,12.47,83,16,2.88,IT,1708297060
474,ust'-kut,56.7938,105.7672,-35.82,100,100,1.03,RU,1708297062
475,al bayda',32.7627,21.7551,7.79,92,15,2.84,LY,1708297063
476,rouissat,31.9243,5.3502,16.04,67,20,8.23,DZ,1708297064
477,sinop,41.7711,34.8709,2.32,97,100,1.77,TR,1708297065
478,ust'-ilimsk,58.0006,102.6619,-34.32,100,100,1.79,RU,1708297067
479,crane,31.3974,-102.3501,13.84,26,31,4.47,US,1708297073
480,roosevelt,33.9668,-103.4505,12.12,34,100,7.01,US,1708297074
481,saint-leu,-21.15,55.2833,24.48,73,100,4.48,RE,1708297075
482,lhasa,29.65,91.1,-0.87,58,92,2.05,CN,1708297077
483,kinablangan,7.6947,126.5503,24.83,86,54,2.76,PH,1708297078
484,yanchep,-31.55,115.6833,29.01,20,100,6.63,AU,1708297079
485,kambah,-35.3862,149.058,22.52,76,75,2.24,AU,1708297080
486,senanga,-16.1167,23.2667,22.29,72,71,1.24,ZM,1708297081
487,general conesa,-40.1,-64.4333,28.88,15,51,1.62,AR,1708297082
488,wellington,-41.2866,174.7756,22.21,75,20,10.29,NZ,1708296710
489,el paujil,1.5701,-75.3286,25.23,90,67,1.0,CO,1708297084
490,kalevala,65.2,31.1667,-11.06,85,10,4.02,RU,1708297085
491,buncrana,55.1333,-7.45,8.94,84,90,5.4,IE,1708297087
492,altenstadt,50.2833,8.95,10.18,89,100,6.58,DE,1708297088
493,anda,46.4,125.3167,-16.73,88,94,4.2,CN,1708297089
494,saipan,15.1355,145.701,26.39,69,100,7.72,MP,1708297090
495,shahrak,34.1074,64.3052,-3.18,96,91,3.12,AF,1708297091
496,gaiman,-43.2897,-65.4929,30.12,14,62,2.3,AR,1708297092
497,huaidian,33.4333,115.0333,8.46,77,98,5.21,CN,1708297093
498,seybaplaya,19.65,-90.6667,21.12,80,100,7.06,MX,1708297094
499,margate,51.3813,1.3862,11.06,81,4,2.68,GB,1708296891
500,sablayan,12.8346,120.769,25.77,74,66,1.89,PH,1708297096
501,tanjung pandan,-2.75,107.65,25.53,90,95,1.36,ID,1708296915
502,laem sing,12.4816,102.0738,24.19,82,89,1.78,TH,1708297098
503,poso,-1.3959,120.7524,25.4,73,18,1.54,ID,1708297099
504,coquimbo,-29.9533,-71.3436,18.85,77,100,4.63,CL,1708296965
505,khandyga,62.6667,135.6,-33.83,99,100,0.87,RU,1708297101
506,pangody,65.85,74.4859,-16.94,83,100,12.35,RU,1708297102
507,ponta delgada,37.7333,-25.6667,18.44,88,20,3.09,PT,1708297103
508,kupang,-10.1667,123.5833,28.32,100,75,1.54,ID,1708297105
509,puerto madryn,-42.7692,-65.0385,23.48,40,74,10.47,AR,1708297106
510,crasna,47.1667,22.9,2.43,79,90,1.19,RO,1708297097
511,bar-sur-aube,48.25,4.5833,10.19,98,100,4.63,FR,1708297108
512,karatau,43.1667,70.4667,-8.67,72,100,3.57,KZ,1708297109
513,la'ie,21.6477,-157.9253,25.98,53,43,3.58,US,1708297111
514,pudasjarvi,65.3833,26.9167,-20.27,100,65,1.35,FI,1708297112
515,jutai,-5.1833,-68.9,25.13,96,81,0.97,BR,1708297113
516,tolanaro,-25.0319,46.9987,24.04,88,20,5.14,MG,1708297114
517,mukalla,14.5425,49.1242,23.5,85,5,0.36,YE,1708297116
518,aleksandrov gay,50.147,48.5704,-6.07,76,100,5.95,RU,1708297117
519,cromer,52.9312,1.2989,10.04,93,57,6.46,GB,1708297118
520,kununurra,-15.7667,128.7333,26.99,89,100,0.0,AU,1708297119
521,road town,18.4167,-64.6167,27.05,74,75,3.6,VG,1708297120
522,tibanbang,6.6315,126.1055,25.1,80,11,2.6,PH,1708297121
523,vodnyy,63.5046,53.4095,-8.66,93,100,4.04,RU,1708297122
524,mirandopolis,-21.1336,-51.1017,20.37,92,87,3.82,BR,1708297123
525,karimganj,24.8667,92.35,13.61,63,26,1.56,IN,1708297124
526,gisborne,-38.6533,178.0042,25.11,44,89,3.9,NZ,1708297125
527,tongren,27.7172,109.1853,18.12,95,58,1.89,CN,1708297126
528,dongola,19.1667,30.4833,16.93,24,89,5.05,SD,1708297128
529,ust-tsilma,65.441,52.1498,-11.88,90,76,4.02,RU,1708297129
530,maputo,-25.9653,32.5892,24.82,88,75,4.12,MZ,1708297130
531,port macquarie,-31.4333,152.9167,24.94,73,98,1.48,AU,1708297021
532,argostolion,38.1811,20.489,10.97,59,2,2.61,GR,1708297132
533,hanko,59.8333,22.95,-0.65,89,75,7.6,FI,1708297133
534,makhambet,47.6667,51.5833,-7.93,71,97,5.12,KZ,1708297134
535,vylkove,45.4021,29.586,5.42,61,88,4.75,UA,1708297135
536,lazaro cardenas,17.9583,-102.2,26.23,61,0,1.48,MX,1708297136
537,pacifica,37.6138,-122.4869,19.85,80,75,12.86,US,1708297137
538,pushkinskiye gory,57.0209,28.9103,-11.81,98,58,0.96,RU,1708297138
539,acarau,-2.8856,-40.12,26.64,82,89,3.9,BR,1708297139
540,betio village,1.358,172.9211,31.02,81,76,6.44,KI,1708297141
541,den burg,53.0542,4.7972,8.32,94,100,4.63,NL,1708297142
542,havelberg,52.8309,12.0755,8.26,99,100,1.79,DE,1708297143
543,dryden,49.7833,-92.7503,-8.84,53,20,2.57,CA,1708297144
544,chaykovskiy,56.7686,54.1148,-9.57,84,100,6.76,RU,1708297145
545,saudarkrokur,65.7461,-19.6394,1.09,83,100,2.52,IS,1708297146
546,salinopolis,-0.6136,-47.3561,26.72,82,80,5.8,BR,1708297147
547,alice,27.7523,-98.0697,15.69,31,0,2.57,US,1708297148
548,sao joao do piaui,-8.3581,-42.2467,26.2,78,79,1.08,BR,1708297149
549,guerrero negro,27.9769,-114.0611,17.72,64,37,7.72,MX,1708297150
550,iringa,-7.7667,35.7,16.83,93,100,1.02,TZ,1708297151
551,aquiraz,-3.9014,-38.3911,28.91,81,93,3.06,BR,1708297152
552,arno,60.1167,18.6333,-0.12,80,100,4.57,SE,1708297153
553,nizhneudinsk,54.9076,99.0276,-33.1,98,38,0.75,RU,1708297154
554,hammerfest,70.6634,23.6821,-0.75,93,75,11.32,NO,1708297155
555,bandar seri begawan,4.9403,114.9481,25.99,100,75,0.51,BN,1708297155
556,victorica,-36.2151,-65.4359,28.46,39,26,4.14,AR,1708297156
557,cabo san lucas,22.8909,-109.9124,27.56,53,0,3.92,MX,1708296835
558,arkhangel'sk,64.5401,40.5433,-5.94,86,40,5.0,RU,1708297158
559,usogorsk,63.4106,48.6872,-13.52,97,99,2.23,RU,1708297158
560,yuzhno-kurilsk,44.0306,145.8556,1.0,76,59,4.25,RU,1708297159
561,san luis de la loma,17.2706,-100.8939,26.99,61,2,2.05,MX,1708297159
562,mirny,62.5353,113.9611,-29.83,95,100,4.51,RU,1708297160
563,egilsstadir,65.2653,-14.3948,0.95,93,0,1.03,IS,1708297160
564,borogontsy,62.6683,131.1683,-38.37,100,100,0.75,RU,1708297161
565,alesund,62.4723,6.1549,4.86,76,20,2.57,NO,1708297161
566,sault ste. marie,46.5168,-84.3333,-6.69,82,100,5.66,CA,1708297070
567,rawson,-43.3002,-65.1023,24.38,34,61,9.54,AR,1708297163
568,hirara,24.8,125.2833,22.92,94,40,4.63,JP,1708297163
569,santyoku,37.4406,129.1708,12.08,92,100,2.88,KR,1708297164
570,kenai,60.5544,-151.2583,3.05,69,100,4.63,US,1708297164
571,horta,38.5333,-28.6333,16.12,77,31,2.68,PT,1708297165
572,kudymkar,59.0173,54.656,-9.47,91,100,6.42,RU,1708297166
573,longboat key,27.4125,-82.659,15.0,75,100,6.17,US,1708297166
574,brokopondo,4.75,-55.1667,29.04,57,39,7.0,SR,1708297167
575,happy valley-goose bay,53.3168,-60.3315,-10.83,85,100,3.09,CA,1708297167
576,tarakan,3.3,117.6333,25.72,94,40,1.54,ID,1708297168
